Date,Deaths,ObjectId
1583384400000,1,1238
1583470800000,1,1239
1583816400000,1,1240
1584162000000,2,1241
1584248400000,1,1242
1584421200000,3,1243
1584507600000,1,1244
1584594000000,2,1245
1584680400000,2,1246
1584766800000,7,1247
1584853200000,4,1248
1584939600000,5,1249
1585026000000,14,1250
1585112400000,20,1251
1585198800000,13,1252
1585285200000,18,1253
1585371600000,12,1254
1585458000000,19,1255
1585544400000,22,1256
1585630800000,31,1257
1585717200000,32,1258
1585803600000,36,1259
1585890000000,30,1260
1585976400000,36,1261
1586062800000,43,1262
1586149200000,44,1263
1586235600000,45,1264
1586322000000,43,1265
1586408400000,39,1266
1586494800000,41,1267
1586581200000,41,1268
1586667600000,35,1269
1586754000000,45,1270
1586840400000,49,1271
1586926800000,42,1272
1587013200000,43,1273
1587099600000,56,1274
1587186000000,39,1275
1587272400000,49,1276
1587358800000,50,1277
1587445200000,47,1278
1587531600000,43,1279
1587618000000,52,1280
1587704400000,39,1281
1587790800000,40,1282
1587877200000,50,1283
1587963600000,42,1284
1588050000000,52,1285
1588136400000,44,1286
1588222800000,51,1287
1588309200000,52,1288
1588395600000,30,1289
1588482000000,40,1290
1588568400000,59,1291
1588654800000,37,1292
1588741200000,50,1293
1588827600000,40,1294
1588914000000,33,1295
1589000400000,31,1296
1589086800000,37,1297
1589173200000,35,1298
1589259600000,41,1299
1589346000000,39,1300
1589432400000,41,1301
1589518800000,30,1302
1589605200000,26,1303
1589691600000,28,1304
1589778000000,19,1305
1589864400000,20,1306
1589950800000,18,1307
1590037200000,7,1308
