Date,Deaths,ObjectId
1583384400000,1,27577
1583470800000,1,27578
1583816400000,1,27579
1584162000000,2,27580
1584248400000,1,27581
1584421200000,3,27582
1584507600000,1,27583
1584594000000,2,27584
1584680400000,2,27585
1584766800000,7,27586
1584853200000,3,27587
1584939600000,5,27588
1585026000000,14,27589
1585112400000,20,27590
1585198800000,13,27591
1585285200000,18,27592
1585371600000,12,27593
1585458000000,19,27594
1585544400000,22,27595
1585630800000,31,27596
1585717200000,31,27597
1585803600000,36,27598
1585890000000,30,27599
1585976400000,34,27600
1586062800000,43,27601
1586149200000,44,27602
1586235600000,44,27603
1586322000000,44,27604
1586408400000,39,27605
1586494800000,40,27606
1586581200000,41,27607
1586667600000,36,27608
1586754000000,45,27609
1586840400000,49,27610
1586926800000,42,27611
1587013200000,43,27612
1587099600000,56,27613
1587186000000,39,27614
1587272400000,51,27615
1587358800000,50,27616
1587445200000,47,27617
1587531600000,44,27618
1587618000000,52,27619
1587704400000,39,27620
1587790800000,41,27621
1587877200000,50,27622
1587963600000,42,27623
1588050000000,54,27624
1588136400000,45,27625
1588222800000,52,27626
1588309200000,51,27627
1588395600000,30,27628
1588482000000,41,27629
1588568400000,63,27630
1588654800000,39,27631
1588741200000,49,27632
1588827600000,42,27633
1588914000000,34,27634
1589000400000,32,27635
1589086800000,38,27636
1589173200000,45,27637
1589259600000,43,27638
1589346000000,39,27639
1589432400000,45,27640
1589518800000,34,27641
1589605200000,37,27642
1589691600000,42,27643
1589778000000,24,27644
1589864400000,38,27645
1589950800000,40,27646
1590037200000,38,27647
1590123600000,38,27648
1590210000000,41,27649
1590296400000,37,27650
1590382800000,36,27651
1590469200000,24,27652
1590555600000,41,27653
1590642000000,40,27654
1590728400000,29,27655
1590814800000,37,27656
1590901200000,35,27657
1590987600000,32,27658
1591074000000,41,27659
1591160400000,40,27660
1591246800000,25,27661
1591333200000,30,27662
1591419600000,33,27663
1591506000000,30,27664
1591592400000,25,27665
1591678800000,32,27666
1591765200000,28,27667
1591851600000,31,27668
1591938000000,38,27669
1592024400000,26,27670
1592110800000,32,27671
1592197200000,31,27672
1592283600000,46,27673
1592370000000,32,27674
1592456400000,33,27675
1592542800000,27,27676
1592629200000,41,27677
1592715600000,37,27678
1592802000000,56,27679
1592888400000,58,27680
1592974800000,41,27681
1593061200000,52,27682
1593147600000,46,27683
1593234000000,53,27684
1593320400000,53,27685
1593406800000,51,27686
1593493200000,52,27687
1593579600000,72,27688
1593666000000,79,27689
1593752400000,77,27690
1593838800000,88,27691
1593925200000,79,27692
1594011600000,106,27693
1594098000000,105,27694
1594184400000,137,27695
1594270800000,129,27696
1594357200000,124,27697
1594443600000,147,27698
1594530000000,151,27699
1594616400000,171,27700
1594702800000,164,27701
1594789200000,176,27702
1594875600000,200,27703
1594962000000,194,27704
1595048400000,180,27705
1595134800000,204,27706
1595221200000,203,27707
1595307600000,213,27708
1595394000000,201,27709
1595480400000,225,27710
1595566800000,226,27711
1595653200000,221,27712
1595739600000,211,27713
1595826000000,203,27714
1595912400000,223,27715
1595998800000,221,27716
1596085200000,235,27717
1596171600000,231,27718
1596258000000,224,27719
1596344400000,198,27720
1596430800000,217,27721
1596517200000,237,27722
1596603600000,230,27723
1596690000000,213,27724
1596776400000,206,27725
1596862800000,158,27726
1596949200000,171,27727
1597035600000,182,27728
1597122000000,187,27729
1597208400000,180,27730
1597294800000,178,27731
1597381200000,158,27732
1597467600000,174,27733
1597554000000,129,27734
1597640400000,137,27735
1597726800000,147,27736
1597813200000,158,27737
1597899600000,140,27738
1597986000000,144,27739
1598072400000,119,27740
1598158800000,112,27741
1598245200000,91,27742
1598331600000,118,27743
1598418000000,128,27744
1598504400000,92,27745
1598590800000,119,27746
1598677200000,98,27747
1598763600000,84,27748
1598850000000,95,27749
1598936400000,95,27750
1599022800000,89,27751
1599109200000,86,27752
1599195600000,97,27753
1599282000000,85,27754
1599368400000,95,27755
1599454800000,83,27756
1599541200000,72,27757
1599627600000,85,27758
1599714000000,66,27759
1599800400000,71,27760
1599886800000,45,27761
1599973200000,60,27762
1600059600000,63,27763
1600146000000,67,27764
1600232400000,59,27765
1600318800000,48,27766
1600405200000,54,27767
1600491600000,57,27768
1600578000000,49,27769
1600664400000,59,27770
1600750800000,62,27771
1600837200000,65,27772
1600923600000,45,27773
1601010000000,63,27774
1601096400000,56,27775
1601182800000,45,27776
1601269200000,39,27777
1601355600000,43,27778
1601442000000,38,27779
1601528400000,43,27780
1601614800000,44,27781
1601701200000,36,27782
1601787600000,42,27783
1601874000000,32,27784
1601960400000,47,27785
1602046800000,60,27786
1602133200000,34,27787
1602219600000,38,27788
1602306000000,32,27789
1602392400000,39,27790
1602478800000,30,27791
1602565200000,23,27792
1602651600000,33,27793
1602738000000,17,27794
1602824400000,25,27795
1602910800000,24,27796
1602997200000,27,27797
1603083600000,17,27798
1603170000000,13,27799
1603256400000,16,27800
1603342800000,9,27801
1603429200000,13,27802
1603515600000,6,27803
1603602000000,4,27804
1603688400000,5,27805
