Date,Deaths,ObjectId
1583384400000,1,11277
1583470800000,1,11278
1583816400000,1,11279
1584162000000,2,11280
1584248400000,1,11281
1584421200000,3,11282
1584507600000,1,11283
1584594000000,2,11284
1584680400000,2,11285
1584766800000,7,11286
1584853200000,3,11287
1584939600000,5,11288
1585026000000,14,11289
1585112400000,20,11290
1585198800000,13,11291
1585285200000,18,11292
1585371600000,12,11293
1585458000000,19,11294
1585544400000,22,11295
1585630800000,31,11296
1585717200000,31,11297
1585803600000,35,11298
1585890000000,30,11299
1585976400000,35,11300
1586062800000,43,11301
1586149200000,44,11302
1586235600000,45,11303
1586322000000,43,11304
1586408400000,39,11305
1586494800000,41,11306
1586581200000,41,11307
1586667600000,36,11308
1586754000000,45,11309
1586840400000,49,11310
1586926800000,42,11311
1587013200000,43,11312
1587099600000,56,11313
1587186000000,39,11314
1587272400000,51,11315
1587358800000,50,11316
1587445200000,47,11317
1587531600000,44,11318
1587618000000,52,11319
1587704400000,39,11320
1587790800000,41,11321
1587877200000,50,11322
1587963600000,42,11323
1588050000000,54,11324
1588136400000,45,11325
1588222800000,51,11326
1588309200000,51,11327
1588395600000,30,11328
1588482000000,41,11329
1588568400000,62,11330
1588654800000,39,11331
1588741200000,50,11332
1588827600000,43,11333
1588914000000,34,11334
1589000400000,33,11335
1589086800000,37,11336
1589173200000,46,11337
1589259600000,43,11338
1589346000000,41,11339
1589432400000,46,11340
1589518800000,35,11341
1589605200000,37,11342
1589691600000,42,11343
1589778000000,23,11344
1589864400000,37,11345
1589950800000,39,11346
1590037200000,38,11347
1590123600000,37,11348
1590210000000,41,11349
1590296400000,36,11350
1590382800000,36,11351
1590469200000,24,11352
1590555600000,40,11353
1590642000000,41,11354
1590728400000,27,11355
1590814800000,37,11356
1590901200000,35,11357
1590987600000,32,11358
1591074000000,41,11359
1591160400000,41,11360
1591246800000,26,11361
1591333200000,32,11362
1591419600000,33,11363
1591506000000,30,11364
1591592400000,25,11365
1591678800000,33,11366
1591765200000,27,11367
1591851600000,31,11368
1591938000000,39,11369
1592024400000,25,11370
1592110800000,34,11371
1592197200000,30,11372
1592283600000,46,11373
1592370000000,32,11374
1592456400000,31,11375
1592542800000,28,11376
1592629200000,39,11377
1592715600000,36,11378
1592802000000,55,11379
1592888400000,60,11380
1592974800000,40,11381
1593061200000,54,11382
1593147600000,45,11383
1593234000000,53,11384
1593320400000,53,11385
1593406800000,49,11386
1593493200000,54,11387
1593579600000,71,11388
1593666000000,77,11389
1593752400000,73,11390
1593838800000,85,11391
1593925200000,77,11392
1594011600000,103,11393
1594098000000,106,11394
1594184400000,127,11395
1594270800000,124,11396
1594357200000,113,11397
1594443600000,130,11398
1594530000000,134,11399
1594616400000,151,11400
1594702800000,138,11401
1594789200000,152,11402
1594875600000,172,11403
1594962000000,166,11404
1595048400000,144,11405
1595134800000,162,11406
1595221200000,172,11407
1595307600000,157,11408
1595394000000,151,11409
1595480400000,159,11410
1595566800000,157,11411
1595653200000,171,11412
1595739600000,154,11413
1595826000000,143,11414
1595912400000,144,11415
1595998800000,141,11416
1596085200000,154,11417
1596171600000,143,11418
1596258000000,139,11419
1596344400000,122,11420
1596430800000,125,11421
1596517200000,128,11422
1596603600000,124,11423
1596690000000,100,11424
1596776400000,85,11425
1596862800000,70,11426
1596949200000,71,11427
1597035600000,66,11428
1597122000000,70,11429
1597208400000,38,11430
1597294800000,14,11431
1597381200000,1,11432
-1169060400000,1,11433
