Date,Deaths,ObjectId
1583384400000,1,227
1583470800000,1,228
1583816400000,1,229
1584162000000,2,230
1584248400000,1,231
1584421200000,3,232
1584507600000,1,233
1584594000000,2,234
1584680400000,2,235
1584766800000,7,236
1584853200000,4,237
1584939600000,5,238
1585026000000,13,239
1585112400000,21,240
1585198800000,13,241
1585285200000,18,242
1585371600000,12,243
1585458000000,19,244
1585544400000,22,245
1585630800000,31,246
1585717200000,32,247
1585803600000,36,248
1585890000000,30,249
1585976400000,36,250
1586062800000,43,251
1586149200000,44,252
1586235600000,45,253
1586322000000,42,254
1586408400000,38,255
1586494800000,41,256
1586581200000,41,257
1586667600000,35,258
1586754000000,45,259
1586840400000,49,260
1586926800000,43,261
1587013200000,43,262
1587099600000,56,263
1587186000000,39,264
1587272400000,48,265
1587358800000,49,266
1587445200000,47,267
1587531600000,42,268
1587618000000,51,269
1587704400000,39,270
1587790800000,40,271
1587877200000,47,272
1587963600000,43,273
1588050000000,46,274
1588136400000,42,275
1588222800000,50,276
1588309200000,46,277
1588395600000,24,278
1588482000000,36,279
1588568400000,50,280
1588654800000,29,281
1588741200000,33,282
1588827600000,25,283
1588914000000,11,284
