Date,Deaths,ObjectId
1583384400000,1,40550
1583470800000,1,40551
1583816400000,1,40552
1584162000000,2,40553
1584248400000,1,40554
1584421200000,3,40555
1584507600000,1,40556
1584594000000,2,40557
1584680400000,2,40558
1584766800000,7,40559
1584853200000,3,40560
1584939600000,5,40561
1585026000000,14,40562
1585112400000,20,40563
1585198800000,13,40564
1585285200000,18,40565
1585371600000,12,40566
1585458000000,19,40567
1585544400000,22,40568
1585630800000,31,40569
1585717200000,31,40570
1585803600000,36,40571
1585890000000,30,40572
1585976400000,34,40573
1586062800000,43,40574
1586149200000,44,40575
1586235600000,44,40576
1586322000000,44,40577
1586408400000,39,40578
1586494800000,40,40579
1586581200000,41,40580
1586667600000,36,40581
1586754000000,45,40582
1586840400000,49,40583
1586926800000,42,40584
1587013200000,43,40585
1587099600000,56,40586
1587186000000,39,40587
1587272400000,51,40588
1587358800000,50,40589
1587445200000,47,40590
1587531600000,44,40591
1587618000000,52,40592
1587704400000,39,40593
1587790800000,41,40594
1587877200000,50,40595
1587963600000,43,40596
1588050000000,54,40597
1588136400000,45,40598
1588222800000,52,40599
1588309200000,51,40600
1588395600000,30,40601
1588482000000,41,40602
1588568400000,63,40603
1588654800000,39,40604
1588741200000,49,40605
1588827600000,43,40606
1588914000000,34,40607
1589000400000,32,40608
1589086800000,38,40609
1589173200000,45,40610
1589259600000,43,40611
1589346000000,39,40612
1589432400000,45,40613
1589518800000,34,40614
1589605200000,37,40615
1589691600000,42,40616
1589778000000,24,40617
1589864400000,38,40618
1589950800000,40,40619
1590037200000,38,40620
1590123600000,38,40621
1590210000000,41,40622
1590296400000,37,40623
1590382800000,36,40624
1590469200000,24,40625
1590555600000,41,40626
1590642000000,40,40627
1590728400000,29,40628
1590814800000,37,40629
1590901200000,35,40630
1590987600000,32,40631
1591074000000,41,40632
1591160400000,40,40633
1591246800000,25,40634
1591333200000,30,40635
1591419600000,33,40636
1591506000000,30,40637
1591592400000,25,40638
1591678800000,32,40639
1591765200000,28,40640
1591851600000,31,40641
1591938000000,38,40642
1592024400000,26,40643
1592110800000,32,40644
1592197200000,31,40645
1592283600000,47,40646
1592370000000,31,40647
1592456400000,33,40648
1592542800000,27,40649
1592629200000,41,40650
1592715600000,37,40651
1592802000000,56,40652
1592888400000,58,40653
1592974800000,41,40654
1593061200000,52,40655
1593147600000,46,40656
1593234000000,53,40657
1593320400000,53,40658
1593406800000,51,40659
1593493200000,52,40660
1593579600000,72,40661
1593666000000,79,40662
1593752400000,77,40663
1593838800000,88,40664
1593925200000,79,40665
1594011600000,107,40666
1594098000000,105,40667
1594184400000,137,40668
1594270800000,129,40669
1594357200000,124,40670
1594443600000,147,40671
1594530000000,153,40672
1594616400000,171,40673
1594702800000,163,40674
1594789200000,176,40675
1594875600000,200,40676
1594962000000,194,40677
1595048400000,181,40678
1595134800000,204,40679
1595221200000,204,40680
1595307600000,213,40681
1595394000000,202,40682
1595480400000,224,40683
1595566800000,227,40684
1595653200000,221,40685
1595739600000,212,40686
1595826000000,205,40687
1595912400000,225,40688
1595998800000,223,40689
1596085200000,234,40690
1596171600000,233,40691
1596258000000,226,40692
1596344400000,198,40693
1596430800000,220,40694
1596517200000,237,40695
1596603600000,231,40696
1596690000000,214,40697
1596776400000,209,40698
1596862800000,160,40699
1596949200000,174,40700
1597035600000,183,40701
1597122000000,190,40702
1597208400000,183,40703
1597294800000,180,40704
1597381200000,162,40705
1597467600000,181,40706
1597554000000,132,40707
1597640400000,146,40708
1597726800000,158,40709
1597813200000,165,40710
1597899600000,150,40711
1597986000000,154,40712
1598072400000,127,40713
1598158800000,115,40714
1598245200000,99,40715
1598331600000,121,40716
1598418000000,139,40717
1598504400000,99,40718
1598590800000,122,40719
1598677200000,106,40720
1598763600000,89,40721
1598850000000,106,40722
1598936400000,101,40723
1599022800000,97,40724
1599109200000,89,40725
1599195600000,104,40726
1599282000000,96,40727
1599368400000,102,40728
1599454800000,89,40729
1599541200000,76,40730
1599627600000,93,40731
1599714000000,72,40732
1599800400000,80,40733
1599886800000,50,40734
1599973200000,64,40735
1600059600000,68,40736
1600146000000,75,40737
1600232400000,66,40738
1600318800000,57,40739
1600405200000,60,40740
1600491600000,65,40741
1600578000000,59,40742
1600664400000,73,40743
1600750800000,71,40744
1600837200000,71,40745
1600923600000,52,40746
1601010000000,69,40747
1601096400000,61,40748
1601182800000,55,40749
1601269200000,44,40750
1601355600000,50,40751
1601442000000,43,40752
1601528400000,51,40753
1601614800000,64,40754
1601701200000,42,40755
1601787600000,50,40756
1601874000000,40,40757
1601960400000,61,40758
1602046800000,74,40759
1602133200000,45,40760
1602219600000,45,40761
1602306000000,52,40762
1602392400000,56,40763
1602478800000,44,40764
1602565200000,41,40765
1602651600000,51,40766
1602738000000,46,40767
1602824400000,55,40768
1602910800000,65,40769
1602997200000,58,40770
1603083600000,42,40771
1603170000000,49,40772
1603256400000,45,40773
1603342800000,41,40774
1603429200000,50,40775
1603515600000,38,40776
1603602000000,49,40777
1603688400000,43,40778
1603774800000,43,40779
1603861200000,38,40780
1603947600000,54,40781
1604034000000,51,40782
1604120400000,55,40783
1604206800000,38,40784
1604293200000,44,40785
1604379600000,40,40786
1604466000000,54,40787
1604552400000,47,40788
1604638800000,47,40789
1604725200000,59,40790
1604811600000,45,40791
1604898000000,43,40792
1604984400000,60,40793
1605070800000,54,40794
1605157200000,48,40795
1605243600000,75,40796
1605330000000,66,40797
1605416400000,51,40798
1605502800000,53,40799
1605589200000,55,40800
1605675600000,51,40801
1605762000000,45,40802
1605848400000,49,40803
1605934800000,42,40804
1606021200000,46,40805
1606107600000,54,40806
1606194000000,50,40807
1606280400000,44,40808
1606366800000,35,40809
1606453200000,51,40810
1606539600000,52,40811
1606626000000,41,40812
1606712400000,26,40813
1606798800000,29,40814
1606885200000,34,40815
1606971600000,29,40816
1607058000000,9,40817
1607144400000,2,40818
1607230800000,2,40819
