Date,Deaths,ObjectId
1583384400000,1,1680
1583470800000,1,1681
1583816400000,1,1682
1584162000000,2,1683
1584248400000,1,1684
1584421200000,3,1685
1584507600000,1,1686
1584594000000,2,1687
1584680400000,2,1688
1584766800000,7,1689
1584853200000,4,1690
1584939600000,5,1691
1585026000000,14,1692
1585112400000,20,1693
1585198800000,13,1694
1585285200000,18,1695
1585371600000,12,1696
1585458000000,19,1697
1585544400000,22,1698
1585630800000,31,1699
1585717200000,32,1700
1585803600000,36,1701
1585890000000,30,1702
1585976400000,35,1703
1586062800000,43,1704
1586149200000,44,1705
1586235600000,45,1706
1586322000000,43,1707
1586408400000,39,1708
1586494800000,41,1709
1586581200000,41,1710
1586667600000,35,1711
1586754000000,45,1712
1586840400000,49,1713
1586926800000,42,1714
1587013200000,43,1715
1587099600000,56,1716
1587186000000,39,1717
1587272400000,49,1718
1587358800000,50,1719
1587445200000,47,1720
1587531600000,43,1721
1587618000000,52,1722
1587704400000,39,1723
1587790800000,40,1724
1587877200000,50,1725
1587963600000,42,1726
1588050000000,53,1727
1588136400000,44,1728
1588222800000,51,1729
1588309200000,52,1730
1588395600000,30,1731
1588482000000,40,1732
1588568400000,59,1733
1588654800000,37,1734
1588741200000,49,1735
1588827600000,41,1736
1588914000000,34,1737
1589000400000,32,1738
1589086800000,38,1739
1589173200000,40,1740
1589259600000,43,1741
1589346000000,38,1742
1589432400000,46,1743
1589518800000,32,1744
1589605200000,32,1745
1589691600000,33,1746
1589778000000,21,1747
1589864400000,33,1748
1589950800000,33,1749
1590037200000,28,1750
1590123600000,21,1751
1590210000000,29,1752
1590296400000,11,1753
1590382800000,20,1754
1590469200000,9,1755
1590555600000,4,1756
1590642000000,2,1757
