Date,Deaths,ObjectId
1583384400000,1,7067
1583470800000,1,7068
1583816400000,1,7069
1584162000000,2,7070
1584248400000,1,7071
1584421200000,3,7072
1584507600000,1,7073
1584594000000,2,7074
1584680400000,2,7075
1584766800000,7,7076
1584853200000,3,7077
1584939600000,5,7078
1585026000000,14,7079
1585112400000,20,7080
1585198800000,13,7081
1585285200000,18,7082
1585371600000,12,7083
1585458000000,19,7084
1585544400000,22,7085
1585630800000,31,7086
1585717200000,31,7087
1585803600000,35,7088
1585890000000,30,7089
1585976400000,35,7090
1586062800000,43,7091
1586149200000,44,7092
1586235600000,45,7093
1586322000000,43,7094
1586408400000,39,7095
1586494800000,41,7096
1586581200000,41,7097
1586667600000,36,7098
1586754000000,45,7099
1586840400000,49,7100
1586926800000,42,7101
1587013200000,43,7102
1587099600000,56,7103
1587186000000,39,7104
1587272400000,51,7105
1587358800000,50,7106
1587445200000,47,7107
1587531600000,44,7108
1587618000000,52,7109
1587704400000,39,7110
1587790800000,41,7111
1587877200000,50,7112
1587963600000,42,7113
1588050000000,54,7114
1588136400000,45,7115
1588222800000,51,7116
1588309200000,51,7117
1588395600000,29,7118
1588482000000,41,7119
1588568400000,62,7120
1588654800000,39,7121
1588741200000,50,7122
1588827600000,43,7123
1588914000000,34,7124
1589000400000,33,7125
1589086800000,37,7126
1589173200000,46,7127
1589259600000,43,7128
1589346000000,41,7129
1589432400000,46,7130
1589518800000,35,7131
1589605200000,37,7132
1589691600000,41,7133
1589778000000,23,7134
1589864400000,37,7135
1589950800000,39,7136
1590037200000,38,7137
1590123600000,35,7138
1590210000000,41,7139
1590296400000,36,7140
1590382800000,36,7141
1590469200000,24,7142
1590555600000,39,7143
1590642000000,40,7144
1590728400000,27,7145
1590814800000,37,7146
1590901200000,35,7147
1590987600000,31,7148
1591074000000,41,7149
1591160400000,39,7150
1591246800000,26,7151
1591333200000,32,7152
1591419600000,32,7153
1591506000000,30,7154
1591592400000,25,7155
1591678800000,33,7156
1591765200000,27,7157
1591851600000,30,7158
1591938000000,37,7159
1592024400000,26,7160
1592110800000,33,7161
1592197200000,29,7162
1592283600000,45,7163
1592370000000,32,7164
1592456400000,30,7165
1592542800000,24,7166
1592629200000,37,7167
1592715600000,36,7168
1592802000000,51,7169
1592888400000,56,7170
1592974800000,38,7171
1593061200000,54,7172
1593147600000,45,7173
1593234000000,49,7174
1593320400000,47,7175
1593406800000,46,7176
1593493200000,48,7177
1593579600000,58,7178
1593666000000,64,7179
1593752400000,58,7180
1593838800000,68,7181
1593925200000,54,7182
1594011600000,75,7183
1594098000000,88,7184
1594184400000,77,7185
1594270800000,66,7186
1594357200000,57,7187
1594443600000,58,7188
1594530000000,64,7189
1594616400000,50,7190
1594702800000,37,7191
1594789200000,17,7192
1594875600000,1,7193
